Last Name,First Name,Full Name,Gender,Real Last,Real First,Alternate Names?,Branch,Branch1,Branch2,Branch3,Branch4,Branch5,Branch6,Branch7,Approx Dates in VT,VT Locations,Type of VT Connection,Connection Type Code,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Iris,Shmuel,Shmuel Iris,m,,,,MVT,MVT,,,,,,,1925-1928,"Romania, EE",Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muster Teater,Actor,Yiddish,Bucharest,44.432501,26.103889,,,,,,,,,,,,,"Yidishn melukhe teater, Odessa",Founder,Yiddish,Odessa,46.482526,30.723311,,,,Excelsior Theater,Actor,Yiddish,Buenos Aires,-34.603723,-58.381593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peppi Littman,Performed with,Misha Fishzon,Performed with,Aaron Lebedeff,Performed with,Celia Adler,Performed with,Jacob P. Adler,Performed with,Isaac Deutsch,Performed with,Zalmen Hirshfeld,Performed with,Ester Rapel,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isenburger,Jula,Jula Isenburger,f,,,Jula Elnbogn Isenburger,Stein,Stein,,,,,,,193?,Vienna,"Actor, Dancer",A,Eric Isenburger,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isenburger,Eric,Eric Isenburger,m,,,,Stein,Stein,,,,,,,193?,Vienna,Designer,D,Jula Isenburger,Husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issai,, Issai,m,,,,O,O,,,,,,,1916,Vilna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kacyzne,Alter,Alter Kacyzne,m,Katsizne,Alter-Sholem,,MVT,MVT,,,,,,,1920-1921,Warsaw,"Adaptor, Editor",DT,,,,,,,,,,,,,,,,,,,,,Y.L. Peretz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michał Waszyński,Screenwriter,Gershon Lemberger,Screenwriter,Judith Berg,Screenwriter,Henekh Kon,Screenwriter,Moyshe Lipman,Screenwriter,Lili Liliana,Screenwriter,Dina Halpern,Screenwriter,Leon Liebgold,Screenwriter,Avrom Morevsky,Screenwriter,Isaac Samberg,Screenwriter,Shimon Dzigan,Screenwriter,Yisroel Shumacher,Screenwriter,Adam Domb,Screenwriter,Ida Kaminska,Screenwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadison,Itzik,Itzik Kadison,m,Shuster,,Yitzkhok Kovner,MVT,MVT,,,,,,,1920,Warsaw,Actor,A,Leib Kadison,Son,Luba Kadison,Brother,Khane Kadison,Son,Joseph Buloff,Brother-in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hersh Poznanski,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadison,Khane,Khane Kadison,f,"Shuster, Mogel (maiden)",,,"O, MVT, Bronx, AmRev, AmRev2, AmRev3",O,MVT,Bronx,AmRev,AmRev2,AmRev3,,"1915-192?, 1926-1927, 1929, 1932-1933, 1936","EE, WE, US",Actor,A,Leib Kadison,Wife,Luba Kadison,Mother,Joseph Buloff,Mother-in-law,Itzik Kadison,Mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadison,Leyb,Leyb Kadison,m,Shuster,,,"O, MVT, AA, Bronx, AmRev, AmRev2, AmRev3",O,MVT,AA,Bronx,AmRev,AmRev2,AmRev3,"1915-1925, 1926-1927, 1928-1930, 1932-1933, 1936","EE, WE, US","Actor, Director, Designer","A, Dir, D",Khane Kadison,Husband,Luba Kadison,Father,Joseph Buloff,Father-in-law,Itzik Kadison,Father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folksbiene,Director,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,Second Avenue Theater,Director,Yiddish,New York,40.730953,-73.985976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Yankev Mestel,Performed with,Maurice Schwartz,Performed with,Luba Kadison,Performed with,Bertha Gersten,Performed with,Misha Fishzon,Performed with,Sam Leve,Performed with,Avrom Taytlboym,Performed with,Lucy German,Performed with,Misha German,Performed with,Leola Vendorf,Director,Dovid Likht,Performed with,Sholem Tanin,Director,Charlotte Goldstein Chafran,Performed with,Shloyme Krause,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadison,Luba,Luba Kadison,f,Shuster,,Luba Shustrin,"O, MVT, AA, Bronx, AmRev2",O,MVT,AA,Bronx,AmRev2,,,"1916-1926, 1928-1930, 1932-1933","EE, WE, US",Actor,A,Joseph Buloff,Wife,Leib Kadison ,Daughter,Khane Kadison,Mother,Itzik Kadison,Sister,,,,,,,,,,,,,Miriam Orleska,,,,,,,Warsaw Academy of Drama,Theater school,Polish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Second Avenue Theater,Actor,Yiddish,New York,40.730953,-73.985976,,,,Chicago Dramatishe Gezelshaft,Actor,Yiddish,Chicago,41.878114,-87.629798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Performed with,Celia Adler,Performed with,Zvi Scooler,Performed with,Helen Beverly,Performed with,Stella Adler,Performed with,Yankev Mestel,Performed with,Baruch Lumet,Performed with,Jacob Ben-Ami,Performed with,Bertha Gersten,Performed with,Boris Aronson,Performed with,Avrom Taytlboym,Performed with,Julius Adler,Performed with,Reuven Vendorf,Performed with,Leib Kadison,Performed with,Misha Fishzon,Performed with,Noah Nachbush,Performed with,Zvi Scooler,Performed with,Paul Baratoff,Performed with,Sam Leve,Performed with,Avrom Taytlboym,Performed with,Lucy German,Performed with,Misha German,Performed with,Dovid Likht,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Fela Biro,Performed with,Ester Neroslavska,Performed with,Charlotte Goldstein Chafran,Performed with,Helen Zelinskaya,Performed with,Shloyme Krause,Performed with,Louis Weisberg,Performed with,Ben Tsion Shoenfeld,Performed with,Alex Chertov,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalen,B.,B. Kalen,f,,,,O,O,,,,,,,1915,Vilna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalman,Sholem,Sholem Kalman,m,,,,Belgium,Belgium,,,,,,,1929-1930,Belgium,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamay,Israel,Israel Kamay,m,,,,Stein,Stein,,,,,,,?,Berlin,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Altboym,Performed with,Ida Kaminska,Performed with,Ruth Turkow,Performed with,Adam Domb,Performed with,Yoyel Bergman,Performed with,Meir Melman,Performed with,Celia Adler,Performed with,Simkhe Natan,Performed with,Naomi Natan,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamen,Yosef,Yosef Kamen,m,,Yoysef,"Yosef Kamen, Yoysef Kamen, Yoysef Kamien, Oskar Kamen, Joseph Kamen, Osip Kamien","MVT, Stein",MVT,Stein,,,,,,"1917-1918, 1922-1928, 1929-1931","Vienna, EE","Actor ,  Director","A, Dir",Alex Stein,Brother,Lea Koenig,Father,Dina Koenig,Husband,Nadia Kareni,Husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldfadn Fareyn,Director,Yiddish,Stanislavov,46.570001,32.150001,,,,,,,,,,,,,Nayer yidisher teater,Choreographer,Yiddish,Riga,56.949649,24.105186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Mihail,Performed with,Joseph Buloff,Performed with,Alex Stein,Performed with,Avrom Morevsky,Performed with,Simkhe Natan,Performed with,Lidia Pototska,Performed with,Jacob Waislitz,Performed with,Yocheved Waislitz,Performed with,Dovid Likht,Performed with,Dovid Herman,Performed with,Shimon Dzigan,Performed with,Yisroel Shumacher,Performed with,Simkhe Natan,Performed with,Zalmen Hirshfeld,Performed with,Mikhl Vaykhert,Choreographer,Nadia Kareni,Performed with,Ester Rapel,Performed with,Henekh Kon,Choreographer,Władysław Weintraub,Choreographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaminska,Ida,Ida Kaminska,f,,,,MVT,MVT,,,,,,,1921,EE,Actor,A,Dina Halpern,Aunt,Zygmunt Turkow,Wife,Ruth Turkow ,Mother,Ester-Rokhl Kaminska,Daughter,A.Y. Kaminski,Daughter,Yonas Turkow,Sister-in-law,Yitzkhok Grudberg,Sister-in-law,Isaac Samberg,Cousin,Meir Melman,Wife,Josef Kaminski,Sister,,,,,,,,,,,,,,,,,,,,,,,,,,Ester-Rokhl Kaminska Troupe,Actor,Yiddish,Odessa,46.482526,30.723311,Kiev,50.450101,30.523401,Minsk,53.900001,27.566667,Warsaw,52.229676,21.012229,,,,Polish State Yiddish Theater,Artistic Director,Yiddish,Warsaw,52.229676,21.012229,Lodz,51.759248,19.455983,Lower Silesian Yiddish Theater,Director,Yiddish,Wrocław,51.107885,17.038538,FAKT,"Co-Founder, Performed with",Yiddish,Krakow,50.064651,19.944981,Dovid Herman Theater,Actor,Yiddish,Melbourne,-37.814107,144.963281,Unzer vinkl,Actor,Yiddish,Kharkov,49.993501,36.230383,Ida Kaminska Company,"Founder, Artistic Director",Yiddish,Warsaw,52.229676,21.012229,Unzer teater (Vilna),Actor,Yiddish,Vilna,54.687156,25.279651,VYKT,"Director, Founder",Yiddish,Warsaw,52.229676,21.012229,Dovid Herman Theater,Actor,Yiddish,Melbourne,-37.814107,144.963281,,,,,,,Rokhl Holtzer,Director,Khavel Buzgan,Director,Jacob Rotbaum,"Director, Performed with",Ester-Rokhl Kaminska,Performed with,A.Y. Kaminski,Performed with,Adam Domb,Performed with,Alter Kacyzne,Performed with,Shimon Dzigan,Performed with,Yisroel Shumacher,Performed with,Ján Kadár,Performed with,Władysław Godik,Director,Zygmunt Turkow,"Director, Performed with",Henrik Tarlo,Director,Sonia Altboym,Director,Ruth Turkow,Director,Moyshe Lipman,"Director, Performed with",Yonas Turkow,Director,Diana Blumenfeld,Director,Isaac Samberg,Performed with,Helena Gotlib,Performed with,Moyshe Feder,Director,Israel Kamay,Performed with,Meir Melman,"Performed with, Director",Yoyel Bergman,Director,Yitzkhok Grudberg,Director,Alex Stein,Director,Avrom Morevsky,Director,Zygmunt Turkow,Performed with,Ester-Rokhl Kaminska,Performed with,Betty Dalska,Performed with,Roza Birnboym,Performed with,Wolf Zilberberg,Performed with,Zalmen Hirshfeld,Performed with,Yankev Mandlblit,Performed with,Rivka Shiller,Director,Lidia Pototska,Director,Molly Picon,Performed with,Paul Breitman,Performed with,Klara Segalovitch,Performed with,Zero Mostel,Performed with,Harry Belafonte,Performed with,Eli Wallach,Performed with,Josef Kaminski,Performed with,Fritz Kleynman,Director,Yankev Kurlender,Director,Judith Berg,Performed with,Felix Fibich,Performed with,Yankev Reynglas,Performed with,Yitskhok Dogim,Performed with,Dina Halpern,Performed with,A. Sandu,Performed with,Moyshe Tayman,Performed with,Dovid Tselmayster,Performed with,Jacob Waislitz,Performed with,Władysław Weintraub,Director
Kaminski,Josef,Josef Kaminski,m,,Yoysef,"Yosef Kaminski, Jozef Kaminski",MVT,MVT,,,,,,,1928,Warsaw,Composer,C,Ester-Rokhl Kaminska,Son,A.Y. Kaminski,Son,Ida Kaminska,Brother,Zygmunt Turkow,Brother-in-law,Ruth Turkow,Uncle,Yonas Turkow,Brother-in-law,Yitzkhok Grudberg,Brother-in-law,Isaac Samberg,Cousin,Meir Melman,Brother-in-law,,,,,,,,,,Hochschule für Musik Berlin,Music school,German,Berlin,52.51723,13.32265,,,,,,,,,,,,,Israel Philharmonic Orchestra,Conductor,Hebrew,Tel Aviv,32.085301,34.781768,,,,,,,,,,,,,Warsaw Quartet,Founder,Polish,Warsaw,52.229676,21.012229,,,,VYKT,Composer,Yiddish,Warsaw,52.229676,21.012229,Habimah,Composer,Hebrew,Tel Aviv,32.085301,34.781768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Itzhak Perlman,Teacher,Ida Kaminska,Composer,Zygmunt Turkow,Composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapler,Dr. ____,Dr. ____ Kapler,m,,,,MVT,MVT,,,,,,,?,EE,Composer,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareni,Nadia,Nadia Kareni,f,,,Nadia Shlifkovitsh,MVT,MVT,,,,,,,1927-1928,"Lemberg, Warsaw",Actor,A,Yosef Kamen,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Di bande,Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,Komische Oper Berlin,Actor,German,Berlin,52.520007,13.404954,,,,Azazel,Actor,Yiddish,Warsaw,52.229676,21.012229,Ararat,Actor,Yiddish,Lodz,51.759248,19.455983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zalmen Hirshfeld,Performed with,Yosef Kamen,Performed with,Ester Rapel,Performed with,Moyshe Broderzon,Performed with,Shimon Dzigan,Performed with,Yisroel Shumacher,Performed with,Jacob Rotbaum,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesner,V.,V. Kesner,m,,,,Bronx,Bronx,,,,,,,1928-1929,US,Manager,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kit,Ben-Tsiyon,Ben-Tsiyon Kit,m,,,,"O, MVT",O,MVT,,,,,,1916-1922,EE,"Actor,  Prompter",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleynman,Fritz,Fritz Kleynman,m,,,,MVT,MVT,,,,,,,1922,Lviv,Designer,D,,,,,,,,,,,,,,,,,,,,,Sigmund Menkes,,,,,,,Kraków Academy of Fine Arts,Art school,Polish,Kraków,50.066259,19.941582,,,,,,,,,,,,,Di maske,Designer,Yiddish,Lviv,49.839683,24.029717,,,,,,,,,,,,,Lemberg melukhe teater,Designer,Yiddish,Lviv,49.839683,24.029717,,,,VYKT,Designer,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonas Turkow,Designer,Zygmunt Turkow,Designer,Moyshe Lipman,Designer,Ida Kaminska,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobaljsn,?,? Kobaljsn,m,,,,Stein,Stein,,,,,,,193?,Vienna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koenig,Dina,Dina Koenig,f,,,"Dina König, Dina Kamien, Dina Kamen, Dina Kenig","MVT, Stein",MVT,Stein,,,,,,1927-1931,"Vienna, EE",Actor,A,Lea Koenig,Mother,Yosef Kamen,Wife,Alex Stein,Brother-in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bucharest Yiddish State Theater,Actor,Yiddish,Bucharest,44.432501,26.103889,,,,,,,,,,,,,Moldovan State Jewish Theater,Actor,Yiddish,Kishinev,47.000001,28.916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yosef Kamen,Performed with,Lea Koenig,Performed with,Jacob Waislitz,Performed with,Yocheved Waislitz,Performed with,Dovid Likht,Performed with,Dovid Herman,Performed with,Julius Adler,Performed with,Yankev Shternberg,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolker,Leon,Leon Kolker,m,,,Leon Kalker,"Stein, AmRev, Bronx",Stein,AmRev,Bronx,,,,,"1926-1927, 1928-1931","US, Vienna","Actor, Director, Stage Manager","A, Dir, SM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolnik,Arthur,Arthur Kolnik,m,,,,MVT,MVT,,,,,,,1926,Romania,Designer,D,,,,,,,,,,,,,,,,,,,,,Józef Mehoffer,,,,,,,Kraków Academy of Fine Arts,Art school,Polish,Kraków,50.066259,19.941582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reuven Rubin,Co-Exhibitor,Alfred Stieglitz,Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kon,Shloyme,Shloyme Kon,m,,,"Shloyme Kan, Shloymele Kon","AA, MVT",AA,MVT,,,,,,"1919, 1921",EE,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folks un yugnt teater,Actor,Yiddish,Lodz,51.759248,19.455983,,,,,,,,,,,,,Fareynikte trupe,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,Habimah,Actor,Hebrew,Moscow,55.755826,37.617301,Vilner yidisher melukhe teater,Actor,Yiddish,Vilna,54.687156,25.279651,Goldfaden fareyn,Actor,Yiddish,Stanislavov,46.570001,32.150001,Merkaz hatsairim,"Founder, Artistic Director",Hebrew,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Władysław Godik,Performed with,Leon Schiller,Performed with,Klara Segalovitch,Performed with,Max Wiskind,Performed with,Mikhl Vaykhert,Performed with,Mordechai Mazo,Performed with,Ester Goldnberg,Performed with,Daniel Shapiro,Performed with,Aaron Zeitlin,Actor,Ester-Rokhl Kaminska,Performed with,A.Y. Kaminski,Performed with,Misha Fishzon,Performed with,Yevgeny Vakhtangov,Performed with,Avrom Morevsky,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
